component_id,lot_id,is_defective,Value_0h_iddq_ua,Value_24h_iddq_ua,Value_96h_iddq_ua,Value_168h_iddq_ua,Value_0h_leakage_ua,Value_24h_leakage_ua,Value_96h_leakage_ua,Value_168h_leakage_ua,Value_0h_prop_delay_ns,Value_24h_prop_delay_ns,Value_96h_prop_delay_ns,Value_168h_prop_delay_ns
C_00959,LOT_023,False,24.2051,24.493,24.7474,24.6747,8.2707,8.5762,8.9193,9.5621,4.4482,4.4691,4.5369,4.5962
C_00960,LOT_023,False,26.3594,26.2501,27.7147,27.1863,7.1463,7.5734,7.8357,7.9359,3.641,3.7407,3.8216,3.8926
C_00961,LOT_024,False,21.3205,23.1965,24.0574,24.7635,11.0166,11.0442,11.4035,11.4853,4.6518,4.7019,4.7257,4.7825
C_00962,LOT_024,False,20.329,20.4684,21.4837,21.534,10.4248,10.6387,10.3682,10.8922,5.324,5.5436,5.4581,5.4453
C_00963,LOT_024,False,21.4055,22.106,22.8343,23.0657,9.5563,9.9269,10.3676,10.6968,4.6834,4.6431,4.604,4.6645
C_00964,LOT_024,False,20.5234,20.0621,21.1069,20.669,10.3608,10.5515,11.4643,11.219,5.216,5.2812,5.2519,5.3315
C_00965,LOT_024,False,21.8741,20.7836,21.667,22.3592,9.3046,9.6117,9.6854,9.5964,4.4544,4.4333,4.3504,4.6716
C_00966,LOT_024,False,21.7294,21.9223,21.7664,23.1073,11.5649,11.5233,11.9668,12.1676,4.5406,4.6645,4.674,4.6636
C_00967,LOT_024,False,24.4562,24.7453,24.745,24.968,10.8919,10.9397,10.954,11.621,4.3495,4.2045,4.3809,4.4906
C_00968,LOT_024,False,21.6301,23.2488,23.8202,23.8903,10.7253,10.4929,10.9554,11.2343,4.36,4.2733,4.2122,4.1351
C_00969,LOT_024,False,19.5039,19.9066,21.3832,21.4069,10.6224,11.1031,11.393,11.0708,4.8967,4.99,4.8098,4.7793
C_00970,LOT_024,False,21.5158,21.1527,22.4201,22.9973,11.0844,11.461,11.509,12.0213,4.9542,4.9576,4.9354,4.8738
C_00971,LOT_024,False,21.4852,22.155,22.1592,22.1991,10.3893,10.4047,10.5683,10.9745,4.9978,5.0746,5.059,5.142
C_00972,LOT_024,False,20.609,21.5084,21.7507,21.1453,9.2592,9.6867,9.6707,9.7203,4.4579,4.7027,4.524,4.7168
C_00973,LOT_024,False,20.9026,21.2799,21.8067,21.8655,11.9978,12.3335,12.4908,12.6934,4.5105,4.7995,4.7901,4.6584
C_00974,LOT_024,False,23.1472,22.9368,23.9189,24.7586,9.7658,9.9416,10.0306,10.8639,4.6302,4.9896,4.8734,5.0225
C_00975,LOT_024,False,24.5693,24.8589,24.908,26.48,9.5886,9.5922,9.7195,10.0514,4.896,4.8259,4.9603,5.1967
C_00976,LOT_024,False,24.2883,24.2766,25.2178,25.4126,10.3489,10.894,11.1378,11.1139,4.7962,4.8671,4.8159,4.5968
C_00977,LOT_024,False,21.2061,21.5651,22.2148,23.255,8.9515,9.3848,9.9163,9.8026,5.4349,5.4146,5.6032,5.5515
C_00978,LOT_024,False,20.5495,20.9966,20.5554,21.6033,10.7695,11.1195,12.1388,12.0871,4.3812,4.3135,4.5493,4.4861
C_00979,LOT_024,False,21.3004,21.4876,22.2148,22.454,11.0777,10.5274,11.5285,11.4552,4.745,4.7366,4.8522,5.0573
C_00980,LOT_024,False,23.013,23.7455,23.4331,23.2282,10.8866,10.7483,11.3062,10.7432,4.8654,4.8826,4.6588,4.8342
C_00981,LOT_024,False,21.2338,21.6716,21.8338,21.4997,9.9613,10.2659,10.2325,10.6721,4.4833,4.3769,4.747,4.6394
C_00982,LOT_024,False,23.4562,24.5984,24.8789,25.3945,9.6446,9.5924,10.0104,10.139,4.5248,4.7949,4.6522,4.5167
C_00983,LOT_024,False,21.8172,22.6034,23.0348,23.7219,10.5726,10.2399,10.6891,10.9556,4.9354,5.0547,4.9573,5.0578
C_00984,LOT_024,False,22.5322,22.8503,22.8559,22.7012,10.3513,10.7971,10.9898,11.1912,4.6429,4.6537,4.8386,4.8007
C_00985,LOT_024,False,20.7001,21.0003,20.958,21.7902,10.8397,11.0489,10.8295,11.3381,5.3373,5.4478,5.4255,5.3289
C_00986,LOT_024,False,20.6094,20.0502,19.9091,20.6681,10.9459,11.0083,11.6926,11.9067,4.6823,4.8378,4.9307,5.0375
C_00987,LOT_024,False,21.611,22.2821,22.5806,22.4586,11.2048,10.7852,11.2956,11.8652,5.1158,5.3265,5.188,5.5204
C_00988,LOT_024,False,20.864,21.6799,21.7824,22.0902,8.507,8.7702,9.4642,9.6417,5.2431,5.1846,5.3033,5.2827
C_00989,LOT_024,False,19.9994,20.2528,21.0219,21.5323,8.8036,8.8395,8.6318,9.1945,4.6251,4.6566,4.7103,4.9494
C_00990,LOT_024,False,21.9252,22.4721,23.3089,24.1053,9.5968,9.7606,9.7619,10.2529,5.211,5.104,5.2269,5.2757
C_00991,LOT_024,False,23.0139,22.6288,23.7901,23.0261,10.8659,10.8906,11.5295,11.7265,4.8347,4.8472,5.1195,5.0411
C_00992,LOT_024,False,21.4208,21.2344,21.1941,21.6022,9.9091,9.8617,10.5885,10.6064,4.8098,4.953,4.8199,5.0872
C_00993,LOT_024,False,21.2942,21.6972,22.1209,21.9089,10.6331,10.8018,11.2553,11.4231,4.749,4.84,5.0653,5.0116
C_00994,LOT_024,False,21.4716,22.2342,22.2766,23.2959,10.5667,10.5442,11.2539,11.2843,4.4522,4.6096,4.8135,4.665
C_00995,LOT_024,False,25.652,25.7112,25.9385,26.3401,10.2178,10.7689,11.1739,11.3999,4.8386,4.7116,4.8694,5.0402
C_00996,LOT_024,False,24.6198,25.6687,25.6393,26.2052,11.4301,11.5389,11.5133,12.4452,4.5034,4.5293,4.345,4.3834
C_00997,LOT_024,False,19.6482,19.3792,20.1901,20.3541,9.7887,10.0511,10.5818,10.6236,5.2618,5.3082,5.4022,5.2236
C_00998,LOT_024,False,21.6204,21.5729,22.062,22.4011,11.2148,10.7559,11.5705,11.7741,4.7962,4.7644,4.6818,4.8621
C_00999,LOT_024,False,22.4413,22.4096,22.0379,23.0028,11.3594,11.0575,11.4313,12.0171,4.5784,4.5662,4.4929,4.5953
C_01000,LOT_024,False,22.5902,22.6186,22.8599,23.5333,11.4036,11.1053,11.3548,11.3513,4.5688,4.556,4.5606,4.7022
